BTCUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
03/05/2025 00:00,87254.8,88142,86378.4,86812.4,-442.4,-0.51,
03/04/2025 20:00,88195,89167,86563.1,87256.1,-938.9,-1.08,
03/04/2025 16:00,82917,88691,82019.6,88229.3,5312.3,6.02,
03/04/2025 12:00,83908,85130,81500,82899.8,-1008.2,-1.22,
03/04/2025 08:00,83134.7,84607,83007,83918.1,783.4,0.93,
03/04/2025 04:00,84219,84807,83112,83141,-1078,-1.30,
03/04/2025 00:00,86144.6,87059,82420.8,83911.7,-2232.9,-2.66,
03/03/2025 20:00,85579.6,87299,85055,86161,581.4,0.67,
03/03/2025 16:00,90263,91212,85497.9,85545,-4718,-5.52,
03/03/2025 12:00,90944.7,91519,89904,89948.6,-996.1,-1.11,
03/02/2025 04:00,85859.8,86161,85808,85859.8,0.0,0.00,
03/02/2025 00:00,86369,86777,85630,85840,-529,-0.62,
03/01/2025 20:00,85383.9,86507,85257.7,86368,984.1,1.14,
03/01/2025 16:00,84763,85849,84663,85383.9,620.9,0.73,
03/01/2025 12:00,84595.2,85219,84317,85077,481.8,0.57,
03/01/2025 08:00,84750,85780,84341.2,84595.2,-154.8,-0.18,
03/01/2025 04:00,85266.9,86817,84712,84750,-516.9,-0.61,
03/01/2025 00:00,84612,85887,83799.2,85571,959,1.12,
02/28/2025 20:00,84686,85065,83559.4,84610,-76,-0.09,
02/28/2025 16:00,83999.9,85302,83180,84684,684.1,0.81,
02/28/2025 12:00,80466,84651,80032,84261,3795,4.50,
02/28/2025 08:00,79101.2,80999,78198,80468.6,1367.4,1.70,
02/28/2025 04:00,80722,81198,78776,79187.1,-1534.9,-1.94,
02/28/2025 00:00,84668.4,85136,79484,80321.9,-4346.5,-5.41,
02/27/2025 20:00,84101.5,85162,82611,84697.5,596.0,0.70,
02/27/2025 16:00,85436.4,85852,83508,84108.7,-1327.7,-1.58,
02/27/2025 12:00,86617.21,87029,84606.3,85462.4,-1154.81,-1.35,
02/27/2025 08:00,86222.4,87320,85792.67,86622.46,400.06,0.46,
02/27/2025 04:00,85467.0,86963.0,84622.0,86222.3,755.3,0.88,
02/27/2025 00:00,84089.8,85648.0,83952.0,85198.6,1108.8,1.30,
02/26/2025 20:00,83721.4,85699.0,82055.3,84089.8,368.4,0.44,
02/26/2025 16:00,87410.4,87988.0,83308.3,83854.2,-3556.2,-4.24,
02/26/2025 12:00,88604.3,88872.0,85368.0,87410.4,-1193.9,-1.37,
02/26/2025 08:00,88636.0,89506.0,88100.3,88528.1,-107.9,-0.12,
02/26/2025 04:00,88790.2,89455.0,88304.0,88634.0,-156.2,-0.18,
02/26/2025 00:00,88670.0,89614.0,88038.0,88790.2,120.2,0.14,
02/25/2025 20:00,88121.0,89625.0,87500.0,88575.0,454.0,0.51,
02/25/2025 16:00,87121.9,88235.0,86021.0,88121.0,999.1,1.13,
02/25/2025 12:00,89203.2,89760.0,85952.0,87419.0,-1784.2,-2.04,
02/25/2025 08:00,89763.0,90398.0,86812.0,89501.0,-262.0,-0.29,
02/25/2025 04:00,92517.0,92630.0,88259.0,89330.0,-3187.0,-3.57,
02/25/2025 00:00,91516.0,92832.0,90999.9,92156.7,640.7,0.70,
02/24/2025 20:00,93935.4,94751.0,0.0,91534.3,-2401.1,-2.62,
02/24/2025 16:00,94316.5,95349.0,93680.0,93924.1,-392.4,-0.42,
02/24/2025 12:00,95815.3,96232.0,93827.0,94299.0,-1516.3,-1.61,
02/24/2025 08:00,95856.7,96316.0,0.0,95815.3,-41.4,-0.04,
02/24/2025 04:00,95611.0,96100.0,95092.0,95858.2,247.2,0.26,
02/24/2025 00:00,96255.7,96659.0,95327.7,95427.5,-828.2,-0.87,
02/23/2025 20:00,95740.3,96479.0,95559.0,96445.0,704.7,0.73,
02/23/2025 16:00,95446.0,96000.0,95253.0,95742.2,296.2,0.31,
02/23/2025 12:00,96124.0,96277.0,95430.7,95432.9,-691.1,-0.72,
02/23/2025 08:00,96529.3,96664.0,96108.5,96124.0,-405.3,-0.42,
02/23/2025 04:00,96448.5,96687.0,96169.0,96527.0,78.5,0.08,
02/23/2025 00:00,96543.3,96766.0,96399.0,96448.5,-94.8,-0.10,
02/22/2025 20:00,96628.0,96842.0,96501.1,96571.0,-57.0,-0.06,
02/22/2025 16:00,96585.0,96949.0,96379.0,96795.0,210.0,0.22,
02/22/2025 12:00,96574.3,97117.0,96500.0,96587.8,13.5,0.01,
02/22/2025 08:00,96357.6,96750.0,96121.83,96571.0,213.4,0.22,
02/22/2025 04:00,96222.1,96735.0,96222.1,96305.5,83.4,0.09,
02/22/2025 00:00,96099.4,96621.0,95764.0,96297.7,198.3,0.21,
02/21/2025 20:00,95221.0,96374.0,94805.0,96129.0,908.0,0.94,
02/21/2025 16:00,98204.0,98848.0,95175.0,95232.0,-2972.0,-3.12,
02/21/2025 12:00,98655.0,99567.0,97170.0,98204.0,-451.0,-0.46,
02/21/2025 08:00,98185.5,98999.0,98137.0,98655.0,469.5,0.48,
02/21/2025 04:00,98165.0,98727.0,98119.8,98185.5,20.5,0.02,
02/21/2025 00:00,98334.0,98608.0,98076.9,98166.5,-167.5,-0.17,
02/20/2025 20:00,98561.0,98843.0,97997.5,98332.0,-229.0,-0.23,
02/20/2025 16:00,96918.1,98643.0,96890.0,98451.0,1532.9,1.56,
02/20/2025 12:00,97202.2,98148.0,96860.0,96901.0,-301.2,-0.31,
02/20/2025 08:00,97015.0,97507.0,96812.1,97202.2,187.2,0.19,
02/20/2025 04:00,97041.2,97489.0,96789.6,97014.0,-27.2,-0.03,
02/20/2025 00:00,96625.6,97511.0,96410.0,97044.6,419.0,0.43,
02/19/2025 20:00,96387.0,97056.0,96044.0,96625.6,238.6,0.25,
02/19/2025 16:00,95911.0,96661.0,95410.0,96386.0,475.0,0.49,
02/19/2025 12:00,96356.4,96880.0,95536.0,95916.8,-439.6,-0.46,
02/19/2025 08:00,95670.5,96628.0,95597.0,96353.9,683.4,0.71,
02/19/2025 04:00,95639.2,96028.0,95021.0,95670.5,31.3,0.03,
02/19/2025 00:00,95599.9,96184.0,94999.9,95664.0,64.1,0.07,
02/18/2025 20:00,94066.6,95834.0,93662.0,95599.9,1533.3,1.60,
02/18/2025 16:00,95710.0,95808.0,93335.0,94277.0,-1433.0,-1.52,
02/18/2025 12:00,95605.56,96921.0,95177.1,95515.0,-90.56,-0.09,
02/18/2025 08:00,95430.01,96060.0,95074.3,95636.2,206.19,0.22,
02/18/2025 04:00,96186.0,96473.0,95254.0,95478.0,-708.0,-0.74,
02/18/2025 00:00,95775.0,96479.0,95558.4,96186.5,411.5,0.43,
02/17/2025 20:00,95561.3,96584.0,95498.0,95772.7,211.4,0.22,
02/17/2025 16:00,95662.3,96048.0,95224.7,95561.3,-101.0,-0.11,
02/17/2025 12:00,96050.0,97164.0,95582.0,95669.4,-380.6,-0.40,
02/17/2025 08:00,96054.3,96541.0,95928.3,96050.0,-4.3,0.00,
02/17/2025 04:00,96224.4,96613.0,95831.1,96054.3,-170.1,-0.18,
02/17/2025 00:00,96144.0,96761.0,96053.0,96224.4,80.4,0.08,
02/16/2025 20:00,97059.9,97304.0,96065.0,96257.0,-802.9,-0.83,
02/16/2025 16:00,96968.0,97197.0,96677.0,97099.0,131.0,0.13,
02/16/2025 12:00,97303.9,97347.0,96689.0,96919.0,-384.9,-0.40,
02/16/2025 08:00,97221.4,97398.0,97076.0,97323.1,101.7,0.10,
02/16/2025 04:00,97499.9,97677.0,97201.3,97229.0,-270.9,-0.28,
02/16/2025 00:00,97573.9,97726.0,97446.0,97552.0,-21.9,-0.02,
02/15/2025 20:00,97545.8,97738.0,97417.4,97591.0,45.2,0.05,
02/15/2025 16:00,97634.4,97714.0,97323.7,97539.0,-95.4,-0.10,
02/15/2025 12:00,97580.5,97936.0,97446.0,97639.9,59.4,0.06,
02/15/2025 08:00,97379.5,97738.0,97311.2,97580.5,201.0,0.21,
02/15/2025 04:00,97662.9,97804.0,97347.4,97347.4,-315.5,-0.32,
02/15/2025 00:00,97465.9,97973.0,97234.0,97662.9,197.0,0.20,
02/14/2025 20:00,97949.8,98305.0,96728.0,97463.9,-485.9,-0.50,
02/14/2025 16:00,97056.0,98862.0,96500.6,97928.0,872.0,0.89,
02/14/2025 12:00,96905.0,97664.0,96303.0,97057.0,152.0,0.16,
02/14/2025 08:00,96953.0,97294.0,96791.1,96905.0,-48.0,-0.05,
02/14/2025 04:00,97122.9,97376.0,96558.2,97017.8,-105.1,-0.11,
02/14/2025 00:00,96600.1,97333.0,96370.3,97137.0,536.9,0.55,
02/13/2025 20:00,95619.6,96912.0,95597.0,96627.9,1008.3,1.04,
02/13/2025 16:00,95986.7,96490.0,95251.0,95618.3,-368.4,-0.39,
02/13/2025 12:00,95940.27,96558.0,95344.0,95992.8,52.53,0.05,
02/13/2025 08:00,96034.7,96391.0,95628.0,95931.5,-103.2,-0.11,
02/13/2025 04:00,97511.9,97569.0,95800.0,96046.0,-1465.9,-1.53,
02/13/2025 00:00,97873.9,98159.0,97388.0,97511.9,-362.0,-0.37,
02/12/2025 20:00,97320.0,98199.0,96860.2,97861.7,541.7,0.55,
02/12/2025 16:00,95802.4,97863.0,95108.0,97183.3,1380.9,1.42,
02/12/2025 12:00,96071.4,96741.0,94092.0,95807.0,-264.4,-0.28,
